respondent_id,collector_id,date_created,date_modified,ip_address,q1,q2_1,q2_2,q2_3,q2_4,auto,geo,geo_dop,gender,age,poll
11229467633,251531412,2019-12-17 21:53:33,2019-12-17 21:54:14,217.118.91.111,Авито,,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11229467339,251531412,2019-12-17 21:52:23,2019-12-17 21:53:54,5.167.225.59,Авто.ру,,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Женщина,18-24 лет,ekat01
11229466914,251531412,2019-12-17 21:52:39,2019-12-17 21:53:45,217.118.91.71,Drom,drom.ru,auto.ru,avito.ru,,"Да, но я его не вожу",В Екатеринбурге,,Мужчина,35-44 лет,ekat01
11229466551,251531412,2019-12-17 21:53:01,2019-12-17 21:53:50,77.223.67.121,дром,,,avito.ru,,"Да, я его вожу",В Свердловской области,,Мужчина,35-44 лет,ekat01
11229466486,251531412,2019-12-17 21:52:49,2019-12-17 21:53:35,94.140.143.246,Авито,,,avito.ru,,"Да, я его вожу",В Свердловской области,,Мужчина,35-44 лет,ekat01
11229462718,251531412,2019-12-17 21:50:52,2019-12-17 21:52:11,178.46.94.220,"Авто. Ру, авито",,,avito.ru,,"Да, я его вожу",В Свердловской области,,Мужчина,35-44 лет,ekat01
11229458193,251531412,2019-12-17 21:49:43,2019-12-17 21:50:43,194.213.123.251,avito,drom.ru,,avito.ru,e1.ru,"Да, я его вожу",В Свердловской области,,Мужчина,25-34 лет,ekat01
11229457489,251531412,2019-12-17 21:49:02,2019-12-17 21:50:10,5.167.231.11,"Авито, е1",,,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229456772,251531412,2019-12-17 21:48:42,2019-12-17 21:49:53,109.68.237.226,"Юла, авито, авто",,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229456033,251531412,2019-12-17 21:48:53,2019-12-17 21:49:36,217.118.91.103,Авито,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11229447399,251531412,2019-12-17 21:45:37,2019-12-17 21:46:17,213.151.3.154,Авито,,,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229445436,251531412,2019-12-17 21:44:48,2019-12-17 21:45:32,5.165.24.35,Авито,,,,Прайс у дилера,"Да, я его вожу",В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11229443777,251531412,2019-12-17 21:43:52,2019-12-17 21:44:48,178.46.83.3,Ооо,,,,Ооо,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229442322,251531412,2019-12-17 21:43:21,2019-12-17 21:44:13,213.87.248.242,E1,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229441845,251531412,2019-12-17 21:43:11,2019-12-17 21:44:02,82.193.155.225,"Авто ру, Авито",,auto.ru,avito.ru,,Нет,В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11229441601,251531412,2019-12-17 21:31:49,2019-12-17 21:43:55,178.46.74.67,Авитоо,,,avito.ru,Вк,"Да, я его вожу",В Свердловской области,,Мужчина,18-24 лет,ekat01
11229435264,251531412,2019-12-17 21:40:47,2019-12-17 21:41:52,94.140.142.231,дром,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,45-50 лет,ekat01
11229434726,251531412,2019-12-17 21:40:46,2019-12-17 21:41:16,5.165.4.44,Drom,drom.ru,,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,45-50 лет,ekat01
11229430275,251531412,2019-12-17 21:38:47,2019-12-17 21:39:30,195.64.208.226,Авито,,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,35-44 лет,ekat01
11229429965,251531412,2019-12-17 21:38:04,2019-12-17 21:39:23,213.151.8.81,Многие,,,,На любом,"Да, я его вожу",В Екатеринбурге,,Мужчина,35-44 лет,ekat01
11229427358,251531412,2019-12-17 21:37:38,2019-12-17 21:38:38,82.193.139.245,e1.ru,drom.ru,,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229426094,251531412,2019-12-17 21:37:11,2019-12-17 21:37:55,89.64.58.170,"Д-ром, авто.ру",drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229426063,251531412,2019-12-17 21:37:11,2019-12-17 21:37:55,85.140.23.68,Авито,drom.ru,auto.ru,avito.ru,,Нет,В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11229424726,251531412,2019-12-17 21:36:41,2019-12-17 21:37:25,195.64.208.210,Дром,drom.ru,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229424601,251531412,2019-12-17 21:36:45,2019-12-17 21:37:22,5.2.39.49,Авто дром,drom.ru,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229424441,251531412,2019-12-17 21:36:35,2019-12-17 21:37:18,94.140.142.22,Drom,drom.ru,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229422827,251531412,2019-12-17 21:35:17,2019-12-17 21:36:43,213.87.242.40,Авто.ру,,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229421018,251531412,2019-12-17 21:34:42,2019-12-17 21:36:02,94.140.138.78,"Автору, дром, авито, юла",drom.ru,auto.ru,avito.ru,Юла,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229418836,251531412,2019-12-17 21:34:26,2019-12-17 21:35:14,195.64.208.252,Гуано,,,,Гуано,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229417382,251531412,2019-12-17 21:32:41,2019-12-17 21:35:26,188.73.146.18,у меня нет машины,,,,нет машины,Нет,В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229417108,251531412,2019-12-17 21:33:32,2019-12-17 21:34:35,128.75.85.65,+,,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229409608,251531412,2019-12-17 21:22:40,2019-12-17 21:31:50,80.83.253.144,авто.ру,,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,35-44 лет,ekat01
11229407163,251531412,2019-12-17 21:30:02,2019-12-17 21:30:55,213.151.3.20,"Авито, автору",,,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11229406642,251531412,2019-12-17 21:29:29,2019-12-17 21:30:42,92.248.189.245,Авто.ру,,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229405191,251531412,2019-12-17 21:29:27,2019-12-17 21:30:09,188.234.91.239,лром,,,avito.ru,,"Да, но я его не вожу",В Свердловской области,,Женщина,35-44 лет,ekat01
11229403138,251531412,2019-12-17 21:28:41,2019-12-17 21:29:21,5.189.102.158,Дром,drom.ru,,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11229403021,251531412,2019-12-17 21:28:29,2019-12-17 21:29:18,5.165.0.79,авто ру,drom.ru,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11229401367,251531412,2019-12-17 21:28:07,2019-12-17 21:28:42,5.189.64.219,Незнаю,drom.ru,,,,"Да, но я его не вожу",В Екатеринбурге,,Мужчина,менее 18 лет,ekat01
11229396748,251531412,2019-12-17 21:26:12,2019-12-17 21:26:57,217.118.91.117,Auto.ru,,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229394465,251531412,2019-12-17 21:25:19,2019-12-17 21:26:05,94.140.140.162,Не каких,,,,Не где.,Нет,В Екатеринбурге,,Мужчина,35-44 лет,ekat01
11229393039,251531412,2019-12-17 21:24:21,2019-12-17 21:25:31,5.165.8.54,Дром,drom.ru,,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229393011,251531412,2019-12-17 21:24:49,2019-12-17 21:25:30,83.167.30.37,Дром,drom.ru,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229388343,251531412,2019-12-17 21:21:47,2019-12-17 21:23:45,85.140.23.246,Auto.ru avito.ru,,auto.ru,avito.ru,,"Да, я его вожу",В Свердловской области,,Мужчина,18-24 лет,ekat01
11229387209,251531412,2019-12-17 21:21:51,2019-12-17 21:23:19,188.234.85.172,"Дром авто, Авито",drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229386988,251531412,2019-12-17 21:21:41,2019-12-17 21:23:14,46.163.164.29,"Авто.ру, Дром.ру",,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,35-44 лет,ekat01
11229386167,251531412,2019-12-17 21:21:14,2019-12-17 21:22:56,178.46.112.241,"Авито, авто.ру, дром.ру, е1.ру",drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Свердловской области,,Мужчина,35-44 лет,ekat01
11229385166,251531412,2019-12-17 21:21:36,2019-12-17 21:22:34,217.118.91.74,"Авито, авто.ру, юла",,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229379192,251531412,2019-12-17 21:19:45,2019-12-17 21:20:19,178.46.68.47,Авто ру,,auto.ru,,,"Да, но я его не вожу",В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11229377547,251531412,2019-12-17 21:19:10,2019-12-17 21:19:43,46.165.5.30,Автору,,auto.ru,,,"Да, я его вожу",В Свердловской области,,Мужчина,25-34 лет,ekat01
11229374442,251531412,2019-12-17 21:17:14,2019-12-17 21:18:33,31.173.103.13,Авто ру,,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229367184,251531412,2019-12-17 21:14:56,2019-12-17 21:15:46,178.46.68.113,Дром,,auto.ru,,,"Да, я его вожу",В Свердловской области,,Мужчина,25-34 лет,ekat01
11229366234,251531412,2019-12-17 21:13:41,2019-12-17 21:15:24,5.172.1.199,Незнаю,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,35-44 лет,ekat01
11229360583,251531412,2019-12-17 21:12:29,2019-12-17 21:13:15,94.158.214.238,Auto.ru,,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229354718,251531412,2019-12-17 21:10:18,2019-12-17 21:11:06,188.226.66.3,pizda-borozda,,,,na mamke tvoei,"Да, я его вожу",Другое (укажите),v pizde,Женщина,менее 18 лет,ekat01
11229352708,251531412,2019-12-17 21:09:42,2019-12-17 21:10:20,176.59.192.196,Авито,,auto.ru,,,Нет,Другое (укажите),Пермь,Мужчина,25-34 лет,ekat01
11229351439,251531412,2019-12-17 21:09:16,2019-12-17 21:09:52,5.189.18.50,Никаких,,auto.ru,,,Нет,В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229348212,251531412,2019-12-17 21:07:37,2019-12-17 21:08:42,94.140.143.76,Авито,drom.ru,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229345578,251531412,2019-12-17 21:06:58,2019-12-17 21:07:45,178.46.79.167,Авто ру,drom.ru,auto.ru,avito.ru,Юла,"Да, я его вожу",В Свердловской области,,Мужчина,18-24 лет,ekat01
11229343348,251531412,2019-12-17 21:06:23,2019-12-17 21:07:04,77.223.84.54,апиьлапроьтюмитьб,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229343288,251531412,2019-12-17 21:06:02,2019-12-17 21:06:56,85.140.76.139,Дром авито е1,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Свердловской области,,Мужчина,18-24 лет,ekat01
11229335964,251531412,2019-12-17 21:03:52,2019-12-17 21:04:35,195.64.208.252,26,,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229319329,251531412,2019-12-17 20:58:16,2019-12-17 20:58:45,46.48.38.42,Drom,drom.ru,,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229316722,251531412,2019-12-17 20:57:05,2019-12-17 20:57:47,213.151.7.54,Drom avito autoru,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229315742,251531412,2019-12-17 20:56:19,2019-12-17 20:57:26,85.140.18.181,Авто.ру,,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,35-44 лет,ekat01
11229312404,251531412,2019-12-17 20:55:22,2019-12-17 20:56:12,94.140.140.206,Авито,,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,35-44 лет,ekat01
11229305117,251531412,2019-12-17 20:52:47,2019-12-17 20:53:37,188.226.99.238,Авто.ру дром.ру,drom.ru,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229304507,251531412,2019-12-17 20:52:22,2019-12-17 20:54:26,188.226.68.102,Авито дром,,,,Я не продаю авто,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229303027,251531412,2019-12-17 20:52:11,2019-12-17 20:52:51,178.46.88.73,Никаких,,,,Хз,"Да, я его вожу",В Екатеринбурге,,Мужчина,35-44 лет,ekat01
11229301705,251531412,2019-12-17 20:51:48,2019-12-17 20:52:23,91.191.247.112,Они мне не нужны,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229300699,251531412,2019-12-17 20:51:02,2019-12-17 20:52:01,188.68.94.241,е1,,,,газета,"Да, я его вожу",В Свердловской области,,Мужчина,51 и более лет,ekat01
11229296197,251531412,2019-12-17 20:48:30,2019-12-17 20:50:30,85.140.23.238,Авто ру,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11229295507,251531412,2019-12-17 20:48:53,2019-12-17 20:50:05,85.140.24.197,Авто,,auto.ru,,,"Да, я его вожу",Другое (укажите),Пермь,Мужчина,45-50 лет,ekat01
11229294731,251531412,2019-12-17 20:49:09,2019-12-17 20:49:46,5.2.39.53,Auto ru,,auto.ru,,,"Да, я его вожу",В Свердловской области,,Мужчина,25-34 лет,ekat01
11229290892,251531412,2019-12-17 20:47:22,2019-12-17 20:48:19,94.25.176.139,"Auto.ru, avito.ru, drom.ru",,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229290628,251531412,2019-12-17 20:47:39,2019-12-17 20:48:13,94.140.143.157,авито,,,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,45-50 лет,ekat01
11229289855,251531412,2019-12-17 20:45:58,2019-12-17 20:47:56,176.59.195.162,Авито,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229286734,251531412,2019-12-17 20:44:42,2019-12-17 20:46:46,94.25.177.104,Авто ру дром,drom.ru,auto.ru,,,"Да, я его вожу",В Свердловской области,,Мужчина,18-24 лет,ekat01
11229284434,251531412,2019-12-17 20:44:53,2019-12-17 20:45:56,82.193.159.80,Авито,,auto.ru,avito.ru,Юла,"Да, я его вожу",В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11229284196,251531412,2019-12-17 20:45:00,2019-12-17 20:45:51,84.54.194.2,Никакие,drom.ru,,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,35-44 лет,ekat01
11229284058,251531412,2019-12-17 20:44:44,2019-12-17 20:46:07,178.176.113.198,"Авито, автору, е1",,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11229282480,251531412,2019-12-17 20:44:40,2019-12-17 20:45:14,85.12.199.72,Дром,drom.ru,,avito.ru,Е1,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229282442,251531412,2019-12-17 20:44:23,2019-12-17 20:45:13,37.45.251.100,Никакие,,,,"Нигде, такие машины не продают","Да, я его вожу",Другое (укажите),Не хочу,Мужчина,25-34 лет,ekat01
11229281690,251531412,2019-12-17 20:44:06,2019-12-17 20:44:56,217.118.91.118,Avto66,,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229280185,251531412,2019-12-17 20:42:45,2019-12-17 20:44:22,213.87.242.137,Дром.ру,drom.ru,,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229273452,251531412,2019-12-17 20:41:09,2019-12-17 20:41:53,88.86.203.177,Дром ру е1,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Свердловской области,,Мужчина,25-34 лет,ekat01
11229273273,251531412,2019-12-17 20:41:04,2019-12-17 20:41:49,94.140.137.201,Авто ру,,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,35-44 лет,ekat01
11229268267,251531412,2019-12-17 20:39:04,2019-12-17 20:39:57,217.114.234.120,Штерн. Рф,,,,Штерн. Рф,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229261886,251531412,2019-12-17 20:19:36,2019-12-17 20:37:38,195.69.137.206,авто.ру,drom.ru,auto.ru,avito.ru,,"Да, но я его не вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229260205,251531412,2019-12-17 20:33:51,2019-12-17 20:37:02,213.87.240.46,Е авто,,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,35-44 лет,ekat01
11229259792,251531412,2019-12-17 20:36:09,2019-12-17 20:36:52,5.43.150.146,Auto.ru,,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229259056,251531412,2019-12-17 20:35:35,2019-12-17 20:36:36,77.223.82.228,авито,,,,у меня его нет,Нет,В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11229254947,251531412,2019-12-17 20:34:27,2019-12-17 20:35:10,94.140.137.58,Авто,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229251751,251531412,2019-12-17 20:33:13,2019-12-17 20:34:00,5.165.8.80,Авто ру,drom.ru,auto.ru,avito.ru,Вк,"Да, я его вожу",В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11229251579,251531412,2019-12-17 20:33:24,2019-12-17 20:33:56,85.140.14.222,Дром,drom.ru,,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229251148,251531412,2019-12-17 20:33:09,2019-12-17 20:33:48,79.135.66.13,Дром,drom.ru,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,35-44 лет,ekat01
11229250789,251531412,2019-12-17 20:32:25,2019-12-17 20:33:39,94.25.176.185,Авто и дром ру,drom.ru,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11229250279,251531412,2019-12-17 20:32:47,2019-12-17 20:33:28,91.143.172.178,Авито,drom.ru,,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229247650,251531412,2019-12-17 20:30:56,2019-12-17 20:32:31,94.140.140.1,"авито, дром, автору",drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11229246208,251531412,2019-12-17 20:31:37,2019-12-17 20:32:24,213.151.3.101,Авито,,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,35-44 лет,ekat01
11229240823,251531412,2019-12-17 20:29:20,2019-12-17 20:30:05,213.151.13.120,Е1,,,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Женщина,18-24 лет,ekat01
11229239462,251531412,2019-12-17 20:27:11,2019-12-17 20:29:35,188.168.10.138,Авто ру,,auto.ru,,,"Да, я его вожу",В Свердловской области,,Мужчина,25-34 лет,ekat01
11229239259,251531412,2019-12-17 20:28:17,2019-12-17 20:29:31,176.59.199.134,Хз,,,,Хз,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229239077,251531412,2019-12-17 20:28:45,2019-12-17 20:29:27,94.140.139.214,Авто ру,,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229237396,251531412,2019-12-17 20:28:00,2019-12-17 20:28:51,178.176.113.117,Drive 2ru,drom.ru,,,,"Да, я его вожу",В Свердловской области,,Мужчина,25-34 лет,ekat01
11229235354,251531412,2019-12-17 20:26:54,2019-12-17 20:28:09,5.166.48.14,"Авито, дром.ру",drom.ru,,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11229235270,251531412,2019-12-17 20:27:30,2019-12-17 20:29:03,91.202.14.68,Авио,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Свердловской области,,Мужчина,51 и более лет,ekat01
11229234248,251531412,2019-12-17 20:27:03,2019-12-17 20:27:53,85.140.79.127,Дром,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Свердловской области,,Женщина,35-44 лет,ekat01
11229233029,251531412,2019-12-17 20:26:40,2019-12-17 20:27:20,213.151.2.150,Авито,,,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229230219,251531412,2019-12-17 20:25:40,2019-12-17 20:26:35,31.173.103.49,Никаких,,auto.ru,,,Нет,В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229228715,251531412,2019-12-17 20:25:13,2019-12-17 20:26:02,5.166.52.38,Авто ру,,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11229227878,251531412,2019-12-17 20:14:05,2019-12-17 20:25:27,94.50.124.173,"авито, авто.ру, из рук в руки, дром.ру",,auto.ru,avito.ru,,Нет,В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11229226268,251531412,2019-12-17 20:24:07,2019-12-17 20:24:54,94.25.176.62,Авто.ру,,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229221837,251531412,2019-12-17 20:22:27,2019-12-17 20:23:19,94.140.136.98,Авито Авто ру Дром,,auto.ru,,,"Да, но я его не вожу",В Екатеринбурге,,Мужчина,менее 18 лет,ekat01
11229220641,251531412,2019-12-17 20:21:58,2019-12-17 20:22:54,85.140.79.255,Автору,,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,35-44 лет,ekat01
11229213259,251531412,2019-12-17 20:19:38,2019-12-17 20:20:23,217.118.91.121,Автору,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,45-50 лет,ekat01
11229211511,251531412,2019-12-17 20:19:04,2019-12-17 20:19:46,195.64.208.232,Drom,,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,35-44 лет,ekat01
11229207914,251531412,2019-12-17 20:17:45,2019-12-17 20:18:33,217.118.91.92,Авито,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Свердловской области,,Мужчина,18-24 лет,ekat01
11229205738,251531412,2019-12-17 20:17:10,2019-12-17 20:17:50,83.217.12.1,Авто ру д-ром ру,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Свердловской области,,Мужчина,25-34 лет,ekat01
11229196188,251531412,2019-12-17 20:13:51,2019-12-17 20:14:32,92.244.238.4,Дром,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229195346,251531412,2019-12-17 20:13:01,2019-12-17 20:14:15,94.140.141.193,Е1,,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,35-44 лет,ekat01
11229190704,251531412,2019-12-17 20:11:58,2019-12-17 20:12:42,217.118.91.98,Авито,,,avito.ru,,"Да, я его вожу",В Свердловской области,,Мужчина,25-34 лет,ekat01
11229186292,251531412,2019-12-17 20:10:35,2019-12-17 20:11:14,85.140.14.183,Дром,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Свердловской области,,Мужчина,18-24 лет,ekat01
11229185972,251531412,2019-12-17 20:10:18,2019-12-17 20:11:08,5.165.16.70,Автору,,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229184854,251531412,2019-12-17 20:09:34,2019-12-17 20:10:46,213.151.6.227,Rrrr,,,,Rrrr,Нет,В Екатеринбурге,,Женщина,менее 18 лет,ekat01
11229183668,251531412,2019-12-17 20:09:44,2019-12-17 20:10:39,85.12.212.232,Дром,,auto.ru,,,Нет,В Свердловской области,,Женщина,менее 18 лет,ekat01
11229179280,251531412,2019-12-17 20:08:00,2019-12-17 20:08:56,5.165.24.76,Н1,drom.ru,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229179171,251531412,2019-12-17 20:08:05,2019-12-17 20:08:54,94.140.142.248,"Авто, дром, авито",,auto.ru,,,"Да, я его вожу",В Свердловской области,,Мужчина,25-34 лет,ekat01
11229176779,251531412,2019-12-17 20:07:44,2019-12-17 20:08:06,5.189.79.73,auto.ru,,auto.ru,,,Нет,В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11229175042,251531412,2019-12-17 20:06:58,2019-12-17 20:07:32,80.83.250.244,Авто ру дром ру,drom.ru,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11229171773,251531412,2019-12-17 20:05:01,2019-12-17 20:06:45,85.140.23.89,Дром ру,drom.ru,,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,35-44 лет,ekat01
11229170264,251531412,2019-12-17 20:05:16,2019-12-17 20:05:56,195.64.208.164,"Автору, дромру",drom.ru,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229168451,251531412,2019-12-17 20:04:19,2019-12-17 20:05:20,82.193.139.229,"Автору, дром",,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11229166197,251531412,2019-12-17 20:03:11,2019-12-17 20:04:35,188.17.176.165,"Юла, авито",,,avito.ru,,"Да, я его вожу",В Свердловской области,,Мужчина,45-50 лет,ekat01
11229164120,251531412,2019-12-17 20:02:12,2019-12-17 20:04:12,176.59.208.84,Дром авито Юла автору,,auto.ru,avito.ru,Вк,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229163274,251531412,2019-12-17 20:02:40,2019-12-17 20:03:39,91.212.68.252,"Avito, drom, auto, e1",drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Свердловской области,,Мужчина,25-34 лет,ekat01
11229158513,251531412,2019-12-17 20:01:32,2019-12-17 20:02:06,217.118.91.87,Avito,,,avito.ru,,"Да, я его вожу",В Свердловской области,,Мужчина,18-24 лет,ekat01
11229156458,251531412,2019-12-17 20:00:35,2019-12-17 20:01:22,217.118.91.126,"Авто,ру",,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11229152630,251531412,2019-12-17 19:59:11,2019-12-17 20:00:04,77.223.70.41,big dick inside your mom lol,drom.ru,auto.ru,avito.ru,inside your mamka,"Да, я его вожу",В Екатеринбурге,,Женщина,25-34 лет,ekat01
